,Nom,Né le,Département de naissance,Département de mort,nombre de mandat,age en année,premier dpt,élection locale
11935,"Julien, Pierre, Anne Lalande",13 janvier 1787,Sarthe,Paris,1.0,53.91101984941821, Finistère,False
11936,"Joseph, Pierre, Henri Boulay",10 janvier 1787,Var,Alpes-Maritimes,3.0,50.20670773442848, Var,True
11937,"Arnould, François, Léopold, Odile, Sigismond du Pouget de Nadaillac",7 janvier 1787,Paris,Inconnu,1.0,28.139630390143736, Haute-Vienne,False
11938,"André, Etienne, Juste, Pascal, Joseph, François Audebard de Férussac",30 décembre 1786,Paris,Inconnu,1.0,43.80561259411362, Tarn-et-Garonne,False
11939,"Bernard, Michel, Henri Lerouge",19 décembre 1786,Inconnu,Inconnu,1.0,47.501711156741955, Saône-et-Loire,False
11940,Jean-Jacques Rasteau,17 décembre 1786,Charente-Inférieure,Paris,3.0,50.313483915126625, Charente-Inférieure,True
11941,"Louis, Joseph, Elisabeth, Fortuné Reynaud de Bologne de Lascours",17 décembre 1786,Gard,Landes,3.0,40.91444216290212, Gard,True
11942,"Fidèle, Henry, François, Marie Le Sergeant de Baïenghem",13 décembre 1786,Inconnu,Inconnu,3.0,40.92539356605065, Pas-de-Calais,False
11943,"Sébastien, Pierre Péan",2 décembre 1786,Inconnu,Inconnu,1.0,46.28336755646817, Loir-et-Cher,False
11944,"Louis, Jacques, Marie Fournier",1er décembre 1786,Gard,Paris,1.0,63.32922655715264, Bouches-du-Rhône,False
11945,"André, Jean, Joseph Perier",28 novembre 1786,Isère,Paris,6.0,45.96303901437371, Marne,False
11946,Ferdinand Debès,12 novembre 1786,Hérault,Hérault,4.0,52.145106091718, Hérault,True
11947,"Claude, Antoine Thévenin",5 novembre 1786,Inconnu,Inconnu,2.0,44.98562628336756, Puy-de-Dôme,False
11948,Alexandre Godart de Juvigny,4 novembre 1786,Marne,Marne,1.0,65.88364134154689, Marne,True
11949,"Arsène, Marie Avril de Pignerolles",15 octobre 1786,Inconnu,Inconnu,2.0,42.95140314852841, Mayenne,False
11950,"Pierre, Joseph, Maxime Lemaire",26 septembre 1786,Aisne,Aisne,1.0,61.57152635181382, Aisne,True
11951,"Pierre, Firmin de Lestapis",25 septembre 1786,Basses-Pyrénées,Paris,1.0,47.03353867214237, Basses-Pyrénées,True
11952,"Claude, Elisabeth Nau de Champlouis",24 septembre 1786,Seine,Paris,1.0,43.742642026009584, Vosges,False
11953,"Emiland, Anne, Marie Menand",22 septembre 1786,Inconnu,Inconnu,2.0,61.582477754962355, Saône-et-Loire,False
11954,"Louis, Edouard de Beaufort",6 septembre 1786,Haute-Marne,Haute-Marne,3.0,49.09514031485284, Haute-Marne,True
11955,"Auguste, Louis, Marie de Gibon",6 septembre 1786,Inconnu,Inconnu,1.0,44.035592060232716, Ille-et-Vilaine,False
11956,"Aimé, Pierre, Honoré Sévin-Mareau",5 septembre 1786,Loiret,Loiret,5.0,44.44900752908966, Loiret,True
11957,"Charles, Pierre Michel de Puisard",4 septembre 1786,Mayenne,Inconnu,1.0,48.19712525667351, Mayenne,True
11958,Jean-Louis Leclerc,3 septembre 1786,Seine-Inférieure,Seine-Maritime,8.0,13.796030116358658, Seine-Inférieure,True
11959,Jean-Louis Leclerc,3 septembre 1786,Inconnu,Inconnu,8.0,13.796030116358658, Seine-Inférieure,False
11960,Jean-Louis Leclerc,8 août 1767,Seine-Inférieure,Seine-Maritime,8.0,13.796030116358658, Seine-Inférieure,True
11961,Jean-Louis Leclerc,8 août 1767,Inconnu,Inconnu,8.0,13.796030116358658, Seine-Inférieure,False
11962,"Léo, Guy, Antoine de Lévis",30 août 1786,Haute-Garonne,Loire,1.0,41.659137577002056, Loire,False
11963,"Marius, Marie, François, Joseph de Voisins-Lavernière",28 août 1786,Tarn,Haute-Garonne,1.0,43.520876112251884, Tarn,True
11964,"François, Eugène, Gabriel d'Harcourt",22 août 1786,Paris,Inconnu,4.0,41.24572210814511, Seine-et-Marne,False
11965,"Antoine, Joseph Pélissié de la Mirandole",14 août 1786,Lot,Paris,3.0,50.65571526351814, Lot,True
11966,"Charles, Louis, Benjamin Esnault",27 juillet 1786,Paris,Inconnu,4.0,52.02190280629706, Pas-de-Calais,False
11967,Jean-Jacques Fayet,26 juillet 1786,Lozère,Paris,1.0,61.74127310061601, Lozère,True
11968,"Jacques, Marie, Louis, Denis de Chapel",14 juillet 1786,,Gard,2.0,50.74058863791923, Gard,False
11969,"Louis, Joseph, Xavier, Ferdinand Bourqueney",12 juillet 1786,Jura,Inconnu,1.0,44.41067761806981, Doubs,False
11970,"Guillaume, Marc, Antoine, Marguerite Baumes",10 juillet 1786,Hérault,Manche,3.0,50.507871321013006, Yonne,False
11971,"Louis, Honoré Arnavon",9 juillet 1786,Inconnu,Inconnu,1.0,44.917180013689254, Bouches-du-Rhône,False
11972,Nicolas Charpentier,6 juillet 1786,Moselle,Moselle,2.0,44.91170431211499, Moselle,True
11973,"François, Ernest de Falguerolles",2 juillet 1786,Tarn,Tarn,3.0,44.71731690622861, Tarn,True
11974,"Pierre, Auguste, Rémy Mimerel",1er juin 1786,Somme,Nord,1.0,63.34565366187543, Nord,False
11975,"Jean-Baptiste, Charlemagne Louis-Bazile",31 mai 1786,Aube,Inconnu,5.0,41.46201232032854, Côte-d'Or,False
11976,"Jean-Louis, Eléonore, Félix de Conny de la Fay",29 mai 1786,Allier,Paris,2.0,41.48665297741273, Allier,True
11977,"Joseph, Auguste, Marie Petit",4 mai 1786,Seine,Paris,1.0,45.08418891170431, Loir-et-Cher,False
11978,"Marie, Philippe, Aimé de Golbéry",1er mai 1786,Haut-Rhin,Haut-Rhin,5.0,48.45448323066393, Haut-Rhin,True
11979,"Antoine, Louis, Marie Hennequin",22 avril 1786,Paris,Inconnu,3.0,48.16153319644079, Nord,False
11980,Jean-Marie Fruchard,20 avril 1786,Morbihan,Morbihan,1.0,45.04312114989733, Morbihan,True
11981,"Pierre, François, Jules Aymon de Montépin",19 avril 1786,Inconnu,Inconnu,5.0,44.50376454483231, Saône-et-Loire,False
11982,"César, Auguste, Joseph Joannis de Verclos",9 avril 1786,Vaucluse,Vaucluse,2.0,65.4839151266256, Vaucluse,True
11983,Pierre Lambert,4 avril 1786,Inconnu,Inconnu,2.0,51.017111567419576, Saône-et-Loire,False
11984,"Jean, Joseph Pougeard-Dulimbert",30 mars 1786,Charente,Charente,4.0,45.100616016427104, Charente,True
11985,"Jean, André, Tiburce Sébastiani",21 mars 1786,Haute-Corse,Haute-Corse,4.0,42.10266940451746, Corse,False
11986,"Eugène, Alexandre Husson",19 mars 1786,Marne,Inconnu,1.0,63.148528405201915, Aube,False
11987,Jean-Baptiste Lecorgne de Bonabry,13 mars 1786,Côtes,Inconnu,1.0,44.276522929500345, Côtes-du-Nord,False
11988,"Henri, Louis de Rauzan",28 février 1786,Paris,Inconnu,1.0,44.016427104722794, Saône-et-Loire,False
11989,"Dominique, François, Jean Arago",26 février 1786,Pyrénées-Orientales,Paris,8.0,45.18822724161533, Pyrénées-Orientales,True
11990,"Jean, Benoît, Joseph Thabaud-Linetière",25 février 1786,Indre,Indre,4.0,44.02464065708419, Indre,True
11991,"Julien, Marin, Paul Vuitry",24 février 1786,Seine,Inconnu,5.0,48.31759069130732, Yonne,False
11992,"Marie, Joseph, Henri, Léonce d'Escayrac de Lauture",19 février 1786,Seine,Paris,2.0,41.75770020533881, Tarn-et-Garonne,False
11993,"Ernest, Maximilien Zorn de Bulach",18 février 1786,Bas-Rhin,Bas-Rhin,1.0,41.74127310061601, Bas-Rhin,True
11994,"Amédée, Louis, Joseph Lallier-Frémicourt",14 février 1786,Nord,Nord,2.0,45.22108145106092, Nord,True
11995,"Alexandre, Désiré Du Gaigneau de Champvallins",6 février 1786,Loiret,Loiret,1.0,41.4757015742642, Loiret,True
11996,"Louis, André Alengry",5 février 1786,Hérault,Aude,3.0,63.0280629705681, Aude,False
11997,"Charles, Louis, Just Bryon",29 janvier 1786,Jura,Doubs,1.0,29.845311430527037, Doubs,False
11998,André Leyraud,25 janvier 1786,Creuse,Creuse,8.0,29.689253935660506, Creuse,True
11999,"Achille, Henri, Jules de Daunant",9 janvier 1786,Gard,Gard,3.0,41.20739219712526, Gard,True
12000,"François, Anne, Marcel Vidal",8 janvier 1786,Hérault,Hérault,2.0,44.761122518822724, Hérault,True
12001,"Joseph, Etienne, Charles Fargues",2 janvier 1786,Aude,Aude,2.0,55.56741957563313, Aude,True
12002,Auguste Bouchard,29 décembre 1785,Yvelines,Inconnu,3.0,47.50444900752909, Seine-et-Oise,False
12003,Nicolas Delacroix,11 décembre 1785,Meuse,Drôme,3.0,29.50034223134839, Drôme,False
12004,Alexis Gellibert des Seguins,5 décembre 1785,Charente,Charente,3.0,42.51334702258727, Charente,True
12005,Thomas Couturier,3 décembre 1785,Isère,Isère,2.0,46.1492128678987, Isère,True
12006,"Germain, Vincent Simon",3 décembre 1785,Paris,Inconnu,1.0,56.86242299794661, Seine-et-Marne,False
12007,Jean Clogenson,28 novembre 1785,Orne,Seine-Maritime,2.0,49.83709787816564, Orne,True
12008,"Pierre, Marie Le Provost de Launay",23 novembre 1785,Côtes,Côtes,3.0,44.544832306639286, Côtes-du-Nord,False
12009,"Joseph, Pierre, François Bellencontre",23 novembre 1785,Calvados,Paris,1.0,62.41204654346338, Calvados,True
12010,"Adrien, Victor de Feuchères",20 novembre 1785,Seine,Paris,1.0,60.13141683778234, Gard,False
12011,Jean-Louis Dufau,17 novembre 1785,Basses-Pyrénées,Pyrénées-Atlantiques,2.0,45.464750171115675, Basses-Pyrénées,True
12012,"Adélaïde, Philibert, Marthe, Victor de Bastard d'Estang",16 novembre 1785,Gers,Gironde,2.0,46.5242984257358, Gers,True
12013,"René, Charles Duvivier",28 octobre 1785,Mayenne,Paris,1.0,66.33538672142369, Mayenne,True
12014,Jean-Charles Persil,13 octobre 1785,Gers,Inconnu,8.0,44.68993839835729, Gers,True
12015,"Jean-Baptiste, Joseph de Bizien du Lézard",14 septembre 1785,Loire-Inférieure,Paris,2.0,42.171115674195754, Côtes-du-Nord,False
12016,Jacques Noblet,7 septembre 1785,Inconnu,Inconnu,1.0,63.841204654346335, Côte-d'Or,False
12017,Charles de Reinach,11 août 1785,Haut-Rhin,Haut-Rhin,3.0,42.02053388090349, Haut-Rhin,True
12018,"Antoine, François, Alexis Droz",7 août 1785,Doubs,Doubs,1.0,44.74469541409993, Doubs,True
12019,Léon Crublier de Fougères,6 août 1785,Indre,Paris,1.0,42.458590006844624, Indre,True
12020,"Privat, Joseph, Claramont Pelet de la Lozère",12 juillet 1785,Gard,Aisne,5.0,41.94113620807666, Loir-et-Cher,False
12021,"Marie, Laurent, Cyprien Flye",20 juin 1785,Loiret,Oise,1.0,62.83915126625599, Oise,False
12022,"Joseph, Jacques Bertrand",14 juin 1785,Haute-Loire,Haute-Loire,4.0,43.81108829568789, Haute-Loire,True
12023,"Robert, Jean, Antoine, Omer Descorches de Sainte-Croix",7 juin 1785,Orne,Yvelines,2.0,66.64750171115674, Orne,True
12024,"Antoine, Jean, Amédée Boula de Coulombiers",3 juin 1785,Seine,Yvelines,2.0,43.123887748117724, Vosges,False
12025,"Alphonse, Marie, Marcellin, Thomas Bérenger",31 mai 1785,Drôme,Paris,7.0,30.510609171800137, Drôme,True
12026,"Pierre, Achille, Marie Chaper",5 mai 1785,Seine,Isère,1.0,64.01916495550992, Côte-d'Or,False
12027,"Eugène, Valentin d'Oberlin Mittersbach",25 avril 1785,Bas-Rhin,Inconnu,2.0,45.229295003422315, Loir-et-Cher,False
12028,"Théodore, Eugène Lemaire",24 avril 1785,Aisne,Oise,10.0,47.559206023271734, Oise,False
12029,"Pierre, François Marchal",8 avril 1785,Meurthe,Inconnu,7.0,42.28336755646817, Meurthe,True
12030,"Charles, Antoine Génin",5 avril 1785,Meuse,Ardennes,8.0,43.95893223819302, Meuse,True
12031,"François, Guillaume Dumont-Saint-Priest",24 mars 1785,Haute-Vienne,Haute-Vienne,2.0,44.95003422313484, Haute-Vienne,True
12032,"Pierre, Barbe, Constant Tueux",24 mars 1785,Côtes,Côtes,6.0,46.116358658453116, Côtes-du-Nord,False
12033,"François, Marie, Antonin Faurie",9 mars 1785,Basses-Pyrénées,Landes,1.0,49.03764544832307, Basses-Pyrénées,True
12034,"Félix, Jacques Meslin",1er mars 1785,Manche,Manche,4.0,61.01026694045174, Manche,True
12035,François Mauguin,28 février 1785,Inconnu,Inconnu,10.0,42.71321013004791, Côte-d'Or,False
12036,"Charles, Henri, Gabriel de Frotté",27 février 1785,Orne,Orne,1.0,30.477754962354553, Orne,True
12037,Marc-François Tourraud,26 février 1785,Inconnu,Inconnu,1.0,49.31143052703628, Puy-de-Dôme,False
12038,"Louis, François, Sosthène de La Rochefoucauld de Doudeauville",19 février 1785,Seine,Inconnu,2.0,30.49965776865161, Marne,False
12039,"Charles, Raymond, Alphonse de Bryas",16 février 1785,Paris,Inconnu,3.0,46.21492128678987, Gironde,False
12040,"Joseph, Paulin Madier de Montjau",11 février 1785,Ardèche,Paris,3.0,44.63518138261465, Aude,False
12041,"Richard, Philippe Petitjean-Boussin",4 février 1785,Inconnu,Inconnu,1.0,63.05544147843943, Saône-et-Loire,False
12042,"Arthur, Charles, Esprit La Bourdonnaye-Blossac",29 janvier 1785,Seine,Paris,5.0,42.795345653661876, Morbihan,False
12043,"Armand, François, Bon, Claude de Bricqueville",23 janvier 1785,Manche,Paris,6.0,42.81177275838467, Manche,True
12044,"Charles, Emmanuel, Henri Dambray",21 janvier 1785,Seine,Seine-Maritime,1.0,64.30390143737166, Mayenne,False
12045,"Jean, André, Hippolyte Champanhet",4 janvier 1785,Ardèche,Paris,5.0,48.24640657084189, Ardèche,True
12046,"Jean-Marie, Philippe Sauzey",31 décembre 1784,Rhône,Inconnu,1.0,30.924024640657084, Rhône,True
12047,"Charles, Joseph, Etienne de Folmont",20 décembre 1784,Lot,Inconnu,1.0,42.90485968514716, Lot,True
12048,Jean-Jacques Meynard,15 décembre 1784,Vaucluse,Vaucluse,6.0,46.38740588637919, Vaucluse,True
12049,"Etienne, Joseph de Formon",15 décembre 1784,Paris,Inconnu,2.0,42.91854893908282, Loire-Inférieure,False
12050,"Jean-Pierre, Marie Espinasse",8 décembre 1784,Haute-Garonne,Haute-Garonne,5.0,52.65982203969884, Haute-Garonne,True
12051,"Alexandre, Henri, Adéodat du Moncel",6 décembre 1784,Manche,Manche,2.0,31.189596167008897, Manche,True
12052,"Claude, Nicolas Vaudrey",25 novembre 1784,Inconnu,Inconnu,1.0,64.50102669404518, Côte-d'Or,False
12053,"Clément, Jacques Goupil",24 novembre 1784,Sarthe,Sarthe,3.0,45.921971252566735, Sarthe,True
12054,"Auguste, Charles, Bernard, François, Xavier de Lussy",18 novembre 1784,Hautes-Pyrénées,Pyrénées-Atlantiques,2.0,42.992470910335385, Hautes-Pyrénées,True
12055,"Auguste, Rodolphe Darblay",15 novembre 1784,Paris,Inconnu,4.0,55.95619438740589, Seine-et-Oise,False
12056,"Louis, Joseph de Querhoent",24 octobre 1784,Loire-Inférieure,Côtes,1.0,64.54757015742642, Ille-et-Vilaine,False
12057,"Thomas, Robert Bugeaud de la Piconnerie d'Isly",15 octobre 1784,Haute-Vienne,Paris,10.0,46.554414784394254, Dordogne,False
12058,"Pierre, Charles, François Dupin",6 octobre 1784,Nièvre,Paris,7.0,43.43326488706366, Tarn,False
12059,"Jean, Joseph Tonnet-Hersant",5 octobre 1784,Deux-Sèvres,Deux-Sèvres,1.0,44.23271731690623, Deux-Sèvres,True
12060,"Augustin, Joseph Gorsse",20 septembre 1784,Tarn,Tarn,3.0,67.51813826146476, Tarn,True
12061,Jean-Pierre Pagès,9 septembre 1784,Ariège,Tarn,6.0,46.652977412731005, Ariège,True
12062,"Antoine, Jean-Baptiste, Joseph Gravier",3 septembre 1784,Basses-Alpes,Paris,8.0,31.449691991786448, Basses-Alpes,True
12063,Barthélémy Bompard,1er septembre 1784,Vosges,Moselle,1.0,53.25119780971937, Moselle,False
12064,"Louis, Gabriel Admyrauld",28 août 1784,Charente-Inférieure,Charente-Maritime,3.0,46.68583162217659, Charente-Inférieure,True
12065,"Jean, Paul, Alban de Villeneuve-Bargemont",8 août 1784,Var,Paris,4.0,45.57426420260096, Var,True
12066,Louis Blaize,26 juillet 1784,Inconnu,Inconnu,2.0,45.90554414784394, Ille-et-Vilaine,False
12067,"Augustin, Louis Pétiet",19 juillet 1784,Paris,Inconnu,2.0,67.61122518822724, Nièvre,False
12068,"Jean-Baptiste, Thérèse Jobard",15 juillet 1784,Haute-Saône,Haute-Saône,1.0,49.229295003422315, Haute-Saône,True
12069,"Jacques, Nicolas Junyen",2 juillet 1784,Haute-Vienne,Paris,9.0,46.718685831622174, Vienne,False
12070,"Jacques, Frédéric Rauter",27 juin 1784,Bas-Rhin,Bas-Rhin,1.0,49.97946611909651, Bas-Rhin,True
12071,Germain Armand,23 juin 1784,Seine,Inconnu,4.0,49.99041752224504, Pas-de-Calais,False
12072,"Louis, Marie, Jean-Baptiste Atthalin",22 juin 1784,Haut-Rhin,Haut-Rhin,1.0,46.5845311430527, Bas-Rhin,False
12073,"Louis, Prosper Desabes",20 juin 1784,Aisne,Inconnu,5.0,49.998631074606436, Aisne,True
12074,"Joseph, Antoine, Gaspard, Vincent d'Ailhaud de Brisis",17 juin 1784,Vaucluse,Drôme,1.0,50.00684462696783, Drôme,False
12075,Jean-Baptiste Dehaussy de Robécourt,10 juin 1784,Somme,Paris,2.0,51.488021902806295, Somme,True
12076,Antoine Normant,17 mai 1784,Inconnu,Inconnu,1.0,63.931553730321696, Loir-et-Cher,False
12077,Jean-Louis Boigues,25 avril 1784,Cantal,Nièvre,5.0,43.98631074606434, Nièvre,False
12078,"Jacques, Gabriel Aubin",22 avril 1784,Vienne,Deux-Sèvres,1.0,31.449691991786448, Deux-Sèvres,False
12079,"Joseph, Louis, Albin Michel de Saint-Albin",18 avril 1784,Paris,Inconnu,1.0,43.578370978781656, Moselle,False
12080,Pierre Savy,8 avril 1784,Dordogne,Dordogne,1.0,63.715263518138265, Dordogne,True
12081,"Alphonse, Jules, François Michon-Dumarais",5 avril 1784,Loire,Loire,2.0,67.81930184804928, Loire,True
12082,"Antoine, Eloi, Jean-Baptiste Fouquier d'Hérouel",30 mars 1784,Aisne,Aisne,1.0,65.11704312114989, Aisne,True
12083,"Marie, Philippe, Ferdinand, Joseph de l'Épine",26 mars 1784,Nord,Nord,2.0,43.66050650239562, Nord,True
12084,"Louis, Jean-François Diguet",23 mars 1784,Manche,Manche,1.0,64.08213552361396, Manche,True
12085,"Augustin, Henry Caillard d'Aillières",21 mars 1784,Sarthe,Sarthe,1.0,53.054072553045856, Sarthe,True
12086,"Joseph, François, Marie Kermorial",9 mars 1784,Finistère,Morbihan,3.0,46.14647501711157,,False
12087,"Barnabé, Louis, Gabriel, Charles de Briges",4 mars 1784,Seine,Paris,1.0,31.381245722108144, Lozère,False
12088,"Jean-Baptiste, Joseph Barrois",22 février 1784,Nord,Nord,2.0,40.276522929500345, Nord,True
12089,"Théodore, Auguste Martell",22 janvier 1784,Charente,Paris,6.0,44.26283367556468, Gironde,False
12090,"Philippe, Antoine d'Ornano",17 janvier 1784,Paris,Inconnu,2.0,65.31690622861053, Indre-et-Loire,False
12091,"Amans, Joseph, Henri de Séguret",10 janvier 1784,Aveyron,Aveyron,1.0,39.66872005475702, Aveyron,True
12092,"Marie, Olivier, Jacques, Augustin Caminade de Chatenet",6 janvier 1784,Charente,Inconnu,1.0,46.926762491444215, Charente,True
12093,"Baptiste, Etienne, Guillaume Gautier d'Uzerche",31 décembre 1783,,Paris,6.0,47.34565366187543, Corrèze,False
12094,"Pierre, Thomas de Radoult-Lafosse",30 décembre 1783,Inconnu,Inconnu,2.0,64.31211498973306, Lot-et-Garonne,False
12095,"François, Marie Constans-Tournier",14 décembre 1783,Inconnu,Inconnu,1.0,65.40999315537303, Tarn-et-Garonne,False
12096,"Adrien, Aimé, Fleury de Bar",13 décembre 1783,Paris,Inconnu,1.0,65.64818617385353, Seine,False
12097,"Jean-Pierre, Claude, Nicolas Moyne-Petiot",6 décembre 1783,Paris,Inconnu,1.0,45.31143052703628, Saône-et-Loire,False
12098,"Joseph, Victor Aubernon",28 novembre 1783,Var,Paris,1.0,46.913073237508556, Var,True
12099,"Claude, Louis Mathieu",25 novembre 1783,Paris,Inconnu,5.0,51.846680355920604, Saône-et-Loire,False
12100,Gaspard Gourgaud,14 novembre 1783,Paris,Inconnu,1.0,65.492128678987, Deux-Sèvres,False
12101,"Marie, Louis, Maurice Fumeron d'Ardeuil",12 novembre 1783,Seine,Allier,2.0,50.5242984257358, Hérault,False
12102,"Charles, André Dubois de Maquillé",8 novembre 1783,Paris,Inconnu,2.0,32.02737850787132, Maine-et-Loire,False
12103,"Antoine, Joseph, Louis, Sylvestre de Valon",10 octobre 1783,Corrèze,Corrèze,6.0,40.375085557837096, Corrèze,True
12104,"Pierre, René Auguis",6 octobre 1783,Deux-Sèvres,Paris,5.0,47.90417522245038, Deux-Sèvres,True
12105,Jacques Chagrin de Brullemail,4 octobre 1783,Orne,Orne,2.0,44.62149212867899, Orne,True
12106,"Florent, Philibert Mayet-Genetry",3 octobre 1783,Seine,Paris,1.0,54.08624229979466, Cher,False
12107,"François, Léon Boscal de Réals de Mornac",15 septembre 1783,Charente-Inférieure,Vendée,1.0,44.16974674880219, Vienne,False
12108,"Philippe, Frédéric Müntz",8 septembre 1783,Bas-Rhin,Bas-Rhin,1.0,47.73990417522245, Bas-Rhin,True
12109,"Jean-François, Louis Warein",30 août 1783,Nord,Nord,5.0,47.14031485284052, Nord,True
12110,"Armand, François, Maximilien de Lusignan",30 août 1783,Haute-Garonne,Paris,4.0,47.68240930869268, Lot-et-Garonne,False
12111,"Anne, Chrétien, Louis de Hell",25 août 1783,Eure,Bas-Rhin,1.0,61.09240246406571, Bas-Rhin,False
12112,Jules de Carpentin,22 août 1783,Somme,Inconnu,1.0,53.634496919917865, Somme,True
12113,"Auguste, François, Louis, Scipion Du Roure de Beaumont",10 août 1783,Seine,Paris,1.0,63.00342231348392, Corse,False
12114,"Henri, Simon Boulard",31 juillet 1783,Seine,Oise,2.0,40.56947296372348, Oise,False
12115,"Anne, Constantin, Théodore Thiérion",29 juillet 1783,Inconnu,Inconnu,2.0,68.58590006844626, Gironde,False
12116,"Louis, François, Joseph Degouve de Nuncques",24 juillet 1783,Paris,Inconnu,3.0,44.31485284052019, Pas-de-Calais,False
12117,"Jean, Arnaud, Vincent Cabannes de Cauna",19 juillet 1783,Landes,Landes,1.0,44.34770704996578, Landes,True
12118,"Pierre, Marie Brignon de Léhen",19 juillet 1783,Côtes,Inconnu,1.0,62.47227926078029, Côtes-du-Nord,False
12119,"Pierre, Antoine, Victor Huot de Goncourt",29 juin 1783,Haute-Marne,Vosges,2.0,64.81587953456537, Vosges,False
12120,"Adrien, Etienne, Pierre de Gasparin",29 juin 1783,Vaucluse,Vaucluse,1.0,46.94866529774127, Vaucluse,True
12121,"Charles, Tristan de Montholon",21 juin 1783,Seine,Paris,1.0,65.89185489390829, Charente-Inférieure,False
12122,"Philippe, Gabriel de Marmier",20 juin 1783,Haute-Saône,Paris,8.0,32.45722108145106, Haute-Saône,True
12123,"Adrien, François Lemaistre",17 juin 1783,Seine-Inférieure,Inconnu,2.0,50.704996577686515, Seine-Inférieure,True
12124,"Paul, Marin, Victor Enouf",6 juin 1783,Manche,Manche,6.0,44.473648186173854, Manche,True
12125,"Joseph, Léonard Decazes",5 juin 1783,Gironde,Tarn,5.0,47.096509240246405, Tarn,False
12126,"Raymond, Marie, Hyacinthe de Bastoulh",4 juin 1783,Haute-Garonne,Haute-Garonne,2.0,44.63244353182751, Haute-Garonne,True
12127,"Auguste, Simon, Louis Bérard",3 juin 1783,Seine,Inconnu,3.0,44.69815195071869, Seine-et-Oise,False
12128,"Alexis, Louis, Joseph de Noailles",1er juin 1783,Seine,Paris,4.0,32.62149212867899, Oise,False
12129,"Louis, Jean Marie",18 mai 1783,Côtes,Côtes,1.0,64.93086926762491, Côtes-du-Nord,False
12130,Jean-François Génot,17 mai 1783,Moselle,Moselle,2.0,48.062970568104035, Moselle,True
12131,"Adrien, Charles Deshommets de Martainville",5 mai 1783,Seine-Inférieure,Seine-Maritime,1.0,40.80766598220397, Seine-Inférieure,True
12132,Pierre Calemard de Lafayette,20 avril 1783,Haute-Loire,Haute-Loire,3.0,52.70362765229295, Haute-Loire,True
12133,"Jean, Gabriel, Théophile de Boissy d'Anglas",2 avril 1783,Gard,Paris,13.0,45.49486652977413, Ardèche,False
12134,Pierre Béraud des Rondars,31 mars 1783,Allier,Allier,3.0,40.903490759753595, Allier,True
12135,"Louis, Joachim de Boisjourdan",26 mars 1783,Mayenne,Mayenne,1.0,40.917180013689254, Mayenne,True
12136,"Paul, Zénobie, Louis, Marie de Frottier de Bagneux",26 mars 1783,Vienne,Vienne,2.0,44.662559890485966, Côtes-du-Nord,False
12137,"Gaspard, René Riollay",17 mars 1783,Côtes,Inconnu,2.0,47.59479808350445, Côtes-du-Nord,False
12138,"Vincent, Jean, Marie Caradec",14 mars 1783,Morbihan,Morbihan,1.0,51.26899383983573, Morbihan,True
12139,"Pierre, Vast, Vite Massey",8 février 1783,Somme,Somme,4.0,47.23613963039014, Somme,True
12140,"Pierre, François Martinet",6 février 1783,Vienne,Inconnu,2.0,53.856262833675565, Indre-et-Loire,False
12141,"Pierre, Félix, César, Robert Dauphin de Leyval",6 février 1783,Inconnu,Inconnu,2.0,44.47638603696099, Puy-de-Dôme,False
12142,"André, Marie, Jean-Jacques Dupin",1er février 1783,Nièvre,Paris,13.0,32.75290896646133, Nièvre,True
12143,"Henri, Joseph Paixhans",20 janvier 1783,Moselle,Moselle,7.0,47.419575633128, Moselle,True
12144,"Marie, Louis, Félix Chevrier de Corcelles",30 décembre 1782,Ain,Rhône,3.0,44.878850102669404, Ain,True
12145,"Charles, Nicolas Fabvier",10 décembre 1782,Meurthe,Paris,1.0,66.58179329226557, Meurthe,True
12146,"Charles, Jacques, Joseph, Marie du Hays",4 décembre 1782,Paris,Inconnu,1.0,42.1409993155373, Pas-de-Calais,False
12147,Etienne de Laborde,3 décembre 1782,Aude,Paris,1.0,67.16769336071184, Charente-Inférieure,False
12148,"Moyse, André Gallot",30 novembre 1782,Vendée,Charente-Maritime,2.0,44.96098562628337, Charente-Inférieure,False
12149,"Joseph, Henri Girot de Langlade",16 novembre 1782,Paris,Inconnu,4.0,51.592060232717316, Puy-de-Dôme,False
12150,"Jean-Baptiste, Claude Curmer",11 novembre 1782,Seine-Inférieure,Seine-Maritime,1.0,54.41204654346338, Seine-Inférieure,True
12151,"Alexandre, Joseph Legendre",10 novembre 1782,Eure,Paris,6.0,46.965092402464066, Eure,True
12152,"Jean-François, Marie, Félix, Stanislas Vidal de Lingendes",6 novembre 1782,Paris,Inconnu,1.0,66.38466803559206, Guyane,False
12153,"Louis, Henri Desmortiers",5 novembre 1782,Charente-Inférieure,Loire-Atlantique,4.0,52.10951403148528, Charente-Inférieure,True
12154,Alphonse Périer,28 octobre 1782,Isère,Isère,4.0,51.644079397672826, Isère,True
12155,"Claude, François, Joseph Lempereur de Saint-Pierre",27 octobre 1782,Seine,Manche,2.0,48.52292950034223, Jura,False
12156,Jean His,26 octobre 1782,Orne,Orne,8.0,45.05681040383299, Orne,True
12157,"Jean, Philippe, Aymar d'Albignac",26 octobre 1782,Calvados,Inconnu,1.0,32.54209445585216, Calvados,True
12158,Félix Penet,20 octobre 1782,Isère,Isère,2.0,48.54209445585216, Isère,True
